Iteration,Comp1,Comp2,Comp3,Comp4,Objective
4,0.1940535957,0.321996307281,0.18431735532,0.2996327417,0.834660220854
4,0.181112629375,0.287230865015,0.239793457856,0.291863047755,0.845317935841
4,0.167087285467,0.252514507164,0.296408136332,0.283990071037,0.808657581835
4,0.152051996242,0.217712840572,0.354326172593,0.275908990593,0.712848368728
4,0.136572103282,0.184103112967,0.411587509301,0.267737274451,0.807603450827
4,0.120811489697,0.151852551708,0.467688267361,0.259647691234,0.785748334213
4,0.107139524361,0.123789093067,0.515853515839,0.253217866733,0.812206563441
4,0.0965609979269,0.10158381891,0.553396355009,0.248458828155,0.832392809169
4,0.0881632212872,0.0836237644766,0.58345568654,0.244757327697,0.808149374195
4,0.0812007393124,0.0685114023471,0.60855610854,0.2417317498,0.825574678508
4,0.0756402904445,0.0562871563114,0.628727974389,0.239344578855,0.883260366241
4,0.0712572542068,0.0465445397925,0.644715381735,0.237482824266,0.867323673871
4,0.0676498486235,0.0384446450339,0.657939811839,0.235965694504,0.754304920894
4,0.0631441022827,0.028206629708,0.674555952032,0.234093315977,0.787779581237
5,0.467,0.272,0,0.261,0.811058591615
5,0.470611055393,0.267188505029,0.00512241790328,0.257078021675,0.830399728007
5,0.492146514483,0.247976806507,0.0184153202062,0.241461358803,0.90962660775
5,0.562934172512,0.210162399849,0.0150101323083,0.211893295331,0.861118109091
5,0.571588700896,0.195638383264,0.0121493258581,0.220623589982,0.849392572454
5,0.545154083308,0.197417526178,0.0110578142686,0.246370576245,0.823226840411
5,0.512151900546,0.198263003725,0.0168906806553,0.272694415074,0.893766533694
5,0.462230135768,0.188566476712,0.0533161765165,0.295887211003,0.884612229304
5,0.409910612631,0.169325323728,0.114133859194,0.306630204448,0.826210838647
5,0.371969127262,0.15266770352,0.161260132325,0.314103036893,0.781646916054
5,0.336754150358,0.1352400379,0.206383048028,0.321622763714,0.780065932331
5,0.302078913798,0.116472791254,0.251860129939,0.329588165008,0.771157447575
5,0.267654202587,0.0968363360306,0.297655901012,0.337853560371,0.748185010297
5,0.236481378928,0.0787767609845,0.339312935196,0.345428924892,0.784060685721
5,0.211147394346,0.0631410758008,0.373737821621,0.351973708233,0.770135208468
5,0.191243642385,0.0500548233462,0.401271959722,0.357429574547,0.646048387717
5,0.176442820045,0.0398500879698,0.422038675733,0.361668416252,0.654606044783
5,0.164789843616,0.0315206761228,0.438571277184,0.365118203078,0.539315412297
5,0.155431049732,0.0246100730281,0.451985837727,0.367973039513,0.579362501921
5,0.148601704353,0.0194105414269,0.461871765306,0.370115988914,0.642702651157
5,0.143542547912,0.0154463084037,0.469264823211,0.371746320474,0.580381264496
5,0.139702476528,0.0123504006128,0.474930205994,0.373016916865,0.546158580873
5,0.135558608081,0.00889229626896,0.481116378218,0.374432717432,0.564717786182
6,0.28,0.239,0.29,0.191,0.900261467275
6,0.28,0.239,0.29,0.191,0.890124875449
6,0.279316349151,0.239234351676,0.289097423938,0.192351875236,0.870844587354
6,0.282838737787,0.235820761654,0.295149009489,0.18619149107,0.852426479054
6,0.293641746814,0.225588270453,0.313544899514,0.167225083219,0.898453004233
6,0.301699869578,0.221480569141,0.324309753326,0.152509807955,0.885141346825
6,0.302141024222,0.223766794937,0.323388605354,0.150703575487,0.91372045232
6,0.298844563454,0.226756794756,0.317977874658,0.156420767132,0.903284529574
6,0.29534139483,0.228952002236,0.312680517205,0.163026085729,0.916985838482
6,0.292405403401,0.230599429905,0.308291984637,0.168703182056,0.88646530275
6,0.290019271257,0.231867920536,0.304726381347,0.173386426861,0.896936716506
6,0.288052531488,0.232858721107,0.30178183325,0.177306914155,0.870275511376
6,0.286545651588,0.233565899593,0.299519292967,0.180369155853,0.908032030951
6,0.285383430918,0.234061765446,0.29776793041,0.182786873226,0.887407279202
6,0.284457046008,0.234414942551,0.296366857661,0.18476115378,0.918714433122
6,0.283744163753,0.234674060433,0.295287708998,0.186294066815,0.908109359065
6,0.283166425932,0.234882442408,0.294413208654,0.187537923007,0.889308545704
6,0.282691357008,0.235053648395,0.293694152604,0.188560841993,0.908497472309
6,0.282298933466,0.235195051021,0.293100193271,0.189405822241,0.858767851907
6,0.281983048934,0.235308871752,0.292622081885,0.190085997429,0.873708202653
6,0.281737905636,0.235397202455,0.292251042054,0.190613849855,0.874404376572
6,0.281539242357,0.235468785586,0.291950353232,0.191041618826,0.86859171217
6,0.28131648817,0.235549048477,0.291613201536,0.191521261817,0.87951359949
7,0.243297413559,0.23933298752,0.325615917097,0.191753681824,0.861667108925
7,0.241479188112,0.237485592245,0.331356969173,0.189678250469,0.831625164362
7,0.23157063978,0.22701001821,0.368796611006,0.172622731003,0.826010306294
7,0.224537510971,0.219482323878,0.401968622116,0.154011543035,0.862718641639
7,0.226149137285,0.221271931,0.405510090211,0.147068841504,0.872626868569
7,0.230107878325,0.226178743453,0.393415126969,0.150298251254,0.857547018853
7,0.232643839791,0.229852328042,0.380711557633,0.156792274534,0.863754151933
7,0.234180764991,0.232384947917,0.371790179833,0.161644107259,0.8608479145
7,0.235294958641,0.234440017596,0.364991578914,0.165273444849,0.827581433826
7,0.236477318114,0.237021774869,0.357368671066,0.169132235952,0.813357676099
7,0.237292861227,0.239289461835,0.351616103051,0.171801573887,0.86161313349
7,0.237635211602,0.240590482641,0.348846687464,0.172927618293,0.768354233002
7,0.237864542802,0.241736495807,0.346708579917,0.173690381473,0.836203351808
7,0.238035873954,0.242814776067,0.344874770755,0.174274579224,0.825910033745
7,0.238166646504,0.243700110093,0.343400675746,0.174732567657,0.824369657738
7,0.238272462581,0.244420898079,0.34220211965,0.17510451969,0.872040748147
7,0.238361757571,0.245029480654,0.341190265783,0.175418495993,0.860047548609
7,0.238433571072,0.24551894307,0.340376474928,0.175671010929,0.867849495888
7,0.238490290182,0.245905526301,0.339733733611,0.175870449906,0.853822427334
7,0.238537447414,0.246226937954,0.339199347793,0.176036266839,0.761809341381
7,0.238578589774,0.246507357965,0.338733116197,0.176180936065,0.829536242135
7,0.238629967484,0.246857539649,0.338150897335,0.176361595532,0.84859108913
8,0.357613458945,0.246102091952,0.201134679444,0.195149769659,0.827591122244
8,0.401192856366,0.234092715553,0.185528194522,0.179186233558,0.827996428911
8,0.464274595549,0.222162016149,0.160911610786,0.152651777516,0.748740211679
8,0.468145049212,0.227937746137,0.157843504055,0.146073700596,0.823190707967
8,0.444150057592,0.233947406521,0.167786225936,0.154116309951,0.900899466817
8,0.423215449642,0.236713751738,0.177274700343,0.162796098276,0.844234007945
8,0.394342387058,0.239397939398,0.191368083016,0.174891590528,0.790110147822
8,0.385699936619,0.239935956064,0.196057448126,0.178306659191,0.84200378607
8,0.379293553015,0.240162918234,0.199854200943,0.180689327809,0.841380055452
8,0.374238781477,0.24014530538,0.203216855589,0.182399057554,0.843756446118
8,0.370536916185,0.239915157906,0.20608571116,0.183462214749,0.849052251175
8,0.368029670437,0.239645375621,0.208244977188,0.184079976754,0.838964720445
8,0.366255469466,0.239434280406,0.209812559827,0.184497690302,0.767238538509
8,0.364909139821,0.23927304483,0.211004379221,0.184813436128,0.751006654544
8,0.363872292752,0.239148772388,0.211922467199,0.18505646766,0.742868680141
8,0.363054557073,0.239050751202,0.212646565885,0.185248125841,0.805348531608
8,0.362411936657,0.238973719656,0.21321560407,0.185398739617,0.82871667895
8,0.361987348471,0.238922823791,0.213591575228,0.18549825251,0.809976254247
8,0.361669200686,0.238884686897,0.213873294029,0.185572818387,0.657175212562
8,0.36131497343,0.238842225061,0.214186961461,0.185655840049,0.773893627882
9,0.234,0.239,0.336,0.191,0.75131639212
9,0.234,0.239,0.336,0.191,0.829184178754
9,0.234289484982,0.239190270746,0.334383899175,0.192136345097,0.849094825452
9,0.229099321349,0.234270643234,0.351468456626,0.185161578791,0.886312839071
9,0.211349177893,0.217661629582,0.412659433384,0.158329759141,0.819354565883
9,0.21208776364,0.218918872382,0.422804238566,0.146189125412,0.767539949507
9,0.217949641306,0.224057471135,0.409805229632,0.148187657927,0.782507143052
9,0.222932371354,0.227979187436,0.394507873877,0.154580567333,0.769296615788
9,0.227164088186,0.231124257087,0.381190923089,0.160520731638,0.809287531568
9,0.230483491194,0.233499559541,0.371304812049,0.164712137216,0.836560893981
9,0.233421236957,0.235522363206,0.36319525408,0.167861145757,0.856943310928
9,0.236352402371,0.237465183996,0.355711570274,0.170470843358,0.883553117476
9,0.239120371436,0.239226192325,0.349237638015,0.172415798224,0.854672760239
9,0.241497814558,0.24067736285,0.344171456616,0.173653365976,0.851923897565
9,0.243507197332,0.241861297045,0.340201696574,0.174429809049,0.875478395537
9,0.245273594349,0.242883984724,0.336809752937,0.17503266799,0.830816017444
9,0.246779922504,0.243750119085,0.333940132939,0.175529825471,0.808763330528
9,0.247978221128,0.244438580801,0.331658960461,0.17592423761,0.838567924471
9,0.248974076922,0.24501069134,0.329763305205,0.176251926533,0.787206854934
9,0.249862990543,0.245521361446,0.328071230266,0.176544417745,0.861476398749
9,0.250598099746,0.245943673203,0.326671926261,0.176786300789,0.843915573759
9,0.251138463987,0.246254105826,0.325643326551,0.176964103636,0.891981672271
9,0.251573674271,0.246504128664,0.324814890716,0.177107306349,0.821908594493
9,0.252138230312,0.24682845867,0.323740241637,0.177293069381,0.802441293401
10,0.375903245207,0.239652140778,0.144946381621,0.239498232394,0.808571239819
10,0.411838136168,0.226740917827,0.13592214303,0.225498802974,0.769858987422
10,0.483288781456,0.206357769112,0.108626576925,0.201726872508,0.818915850893
10,0.497655467175,0.209223246945,0.093678249184,0.199443036696,0.780184698075
10,0.474225709115,0.22118884049,0.09732952859,0.207255921805,0.800268132748
10,0.427910692732,0.232625875783,0.127896343262,0.211567088223,0.796428346251
10,0.411174966044,0.235865043461,0.142266496339,0.210693494156,0.847465929962
10,0.397342912535,0.238529116069,0.155420906633,0.208707064763,0.86864165056
10,0.386288289583,0.240688659992,0.167135952197,0.205887098229,0.867635764222
10,0.377539490895,0.242433130453,0.177538129556,0.202489249096,0.870903724913
10,0.370649686936,0.243830604156,0.186725508358,0.198794200549,0.846465482112
10,0.365183968488,0.244901691831,0.194597993032,0.19531634665,0.83378893166
10,0.360962023594,0.245675826729,0.200828196755,0.192533952922,0.848907431696
10,0.357786042656,0.246246584678,0.205524643106,0.190442729561,0.85730476836
10,0.355318739541,0.246688789917,0.209174132796,0.188818337746,0.843041345852
10,0.353404039139,0.247031835468,0.212006344465,0.187557780928,0.888140843765
10,0.352042323892,0.24727579537,0.21402059355,0.186661287188,0.886689981319
10,0.351057581221,0.247452217571,0.215477225746,0.186012975462,0.88158461343
10,0.350312655428,0.247585675275,0.216579120452,0.185522548845,0.846925768102
10,0.349479707058,0.247734902633,0.217811217801,0.184974172507,0.773236978449
11,0.289,0.229,0.303,0.179,0.889723217058
11,0.289,0.229,0.303,0.179,0.858032668394
11,0.288191422939,0.229414743594,0.301914266064,0.180479567403,0.88440746603
11,0.291302118575,0.225379585903,0.307938680185,0.175379615336,0.883212463077
11,0.302504766344,0.211917448988,0.328672671631,0.156905113036,0.877633516522
11,0.312926182471,0.203618406527,0.343646839242,0.13980857176,0.888524318121
11,0.316070692939,0.204734647327,0.345489595075,0.133705064659,0.885992646142
11,0.313287776197,0.21003283526,0.339409469365,0.137269919178,0.887544843057
11,0.308720986903,0.214701518109,0.331640386178,0.14493710881,0.843439344256
11,0.304942058798,0.218178504548,0.325294888521,0.151584548132,0.86426100645
11,0.302124122437,0.220804753829,0.320468576493,0.156602547242,0.88029914523
11,0.299832076822,0.22302764339,0.31642855044,0.160711729349,0.852289035022
11,0.297985690688,0.224915649394,0.313053846995,0.164044812923,0.856507821513
11,0.296561315826,0.226464166394,0.310337318918,0.166637198862,0.882021108833
11,0.295407350904,0.227807930854,0.308027864159,0.168756854083,0.840355812535
11,0.294436663685,0.229013263558,0.305999037249,0.170551035508,0.815835399929
11,0.29364643883,0.23000747535,0.304340425428,0.172005660392,0.806163521546
11,0.293044042327,0.230766082701,0.303076220471,0.173113654501,0.821028382705
11,0.292577177684,0.23135405798,0.302096470572,0.173972293764,0.73121720758
11,0.292184157312,0.231849038687,0.301271692394,0.174695111606,0.861008617121
11,0.291842634303,0.232279163658,0.300554985167,0.175323216872,0.868080278591
11,0.291548752491,0.232649287861,0.299938255975,0.175863703672,0.769114338794
11,0.291299153997,0.232963640737,0.299414456008,0.176322749258,0.847889895019
11,0.291003629656,0.233335833685,0.298794278477,0.176866258181,0.832423172007
12,0.291291291291,0.234234234234,0.303303303303,0.171171171171,0.790424808492
12,0.291811958087,0.233053019232,0.304595767847,0.170539254834,0.828894605826
12,0.296756696822,0.226249330621,0.314310809909,0.162683162648,0.890449715822
12,0.311027713493,0.210749451969,0.339470896063,0.138751938474,0.878997121619
12,0.322569996144,0.203407916094,0.354895849495,0.119126238267,0.870051422889
12,0.322341673671,0.210307399515,0.351379856153,0.115971070661,0.887075366198
12,0.30893721846,0.221508115011,0.331720151417,0.137834515111,0.875241763888
12,0.303537530842,0.224636645287,0.324461367384,0.147364456488,0.86863996787
12,0.299706799056,0.22671727326,0.319478671803,0.154097255881,0.859565955783
12,0.296553113612,0.228330435285,0.315534595303,0.1595818558,0.81557176789
12,0.293878591837,0.229605442411,0.312345084708,0.164170881044,0.785057635064
12,0.291756472181,0.230527877561,0.309964875322,0.167750774936,0.783436619427
12,0.290077030981,0.23118257489,0.308203397995,0.170536996135,0.815610860054
12,0.288590356767,0.231721549645,0.306684339695,0.173003753894,0.862368656558
12,0.287359862489,0.232155231711,0.305432204455,0.175052701345,0.822139928237
12,0.286568734886,0.232432650962,0.304627108612,0.17637150554,0.826549202466
12,0.286037183063,0.232618947236,0.304086167717,0.177257701984,0.788666534737
12,0.285628326745,0.232762229728,0.303670089287,0.17793935424,0.828021623914
12,0.2853218221,0.232869640776,0.303358169976,0.178450367148,0.876451887655
12,0.285086732218,0.232952025054,0.303118926901,0.178842315827,0.864885376977
12,0.28490167493,0.233016876035,0.302930600586,0.179150848449,0.775491725291
12,0.284694368249,0.233089523579,0.302719631988,0.179496476184,0.860170669479
13,0.296703296703,0.226773226773,0.313686313686,0.162837162837,0.881951015415
13,0.296703296703,0.226773226773,0.313686313686,0.162837162837,0.884796037704
13,0.295870043985,0.227160090001,0.312569452111,0.164400413902,0.893688311661
13,0.298138608252,0.2232445776,0.317998364302,0.160618449846,0.852402233363
13,0.308324514906,0.20865852547,0.339855708526,0.143161251097,0.896261917199
13,0.319941205236,0.197112483106,0.359185868558,0.1237604431,0.900760001794
13,0.324938303407,0.19822322784,0.362882395425,0.113956073328,0.881821846927
13,0.322614505697,0.204574461514,0.357006590652,0.115804442137,0.883746158335
13,0.318347496294,0.209422720635,0.349762769838,0.122467013234,0.852972294442
13,0.314115463257,0.213226866313,0.343047297682,0.129610372749,0.840717669045
13,0.310786552444,0.216078388564,0.337888481244,0.135246577747,0.890817227743
13,0.308047555048,0.218432575319,0.333716232224,0.139803637409,0.867252655252
13,0.305807476586,0.22039094714,0.330370931311,0.143430644963,0.872995404898
13,0.304134342402,0.221883407202,0.327931837119,0.146050413277,0.876067350494
13,0.302725344227,0.223168559952,0.325935937665,0.148170158156,0.868800705343
13,0.30153797114,0.224271145973,0.324298781146,0.149892101741,0.860350811916
13,0.300625663387,0.225120172253,0.323049855149,0.15120430921,0.876836356235
13,0.299909312571,0.22578695152,0.3220695527,0.152234183208,0.876194963357
13,0.299343491962,0.22631363542,0.32129526182,0.153047610798,0.895532786066
13,0.298881219188,0.226743936239,0.320662670006,0.153712174567,0.886005127757
13,0.29848451288,0.227113205289,0.320119801904,0.154282479927,0.749831917866
13,0.298173005343,0.227403167978,0.319693523237,0.154730303442,0.870792051679
13,0.297905086359,0.22765255697,0.319326892803,0.155115463867,0.887218529949
13,0.297564049927,0.227970007056,0.31886020596,0.155605737056,0.867960245692
14,0.252,0,0.222,0.526,0.778863460546
14,0.237356086201,0.0113096792016,0.209625622916,0.541708611682,0.678591551572
14,0.197117203008,0.0154678506821,0.173244601013,0.614170345296,0.75348838061
14,0.1715563221,0.0123892723554,0.147472178925,0.66858222662,0.74265593544
14,0.172313465013,0.0128740091323,0.148982191874,0.66583033398,0.73117030554
14,0.167527450507,0.0909359928245,0.162567028847,0.578969527821,0.766752247015
14,0.152627657901,0.158230448181,0.157896884419,0.531245009499,0.693865928054
14,0.137705315257,0.215778979439,0.151807716339,0.494707988964,0.612700170405
14,0.122409427851,0.269028406606,0.144744207128,0.463817958415,0.568274376664
14,0.106118581912,0.321955070597,0.136544526179,0.435381821311,0.685868208305
14,0.0893035382012,0.374680736669,0.127454660029,0.408561065101,0.718079794162
14,0.0731761275982,0.424655201933,0.118062669604,0.384106000864,0.760072873893
14,0.0576042594248,0.470622559878,0.109158075446,0.362615105251,0.782961667603
14,0.043728731873,0.50935518088,0.101739094087,0.34517699316,0.836587577495
14,0.0340241507512,0.535318946658,0.0968651439723,0.333791758619,0.773019248901
14,0.0273539894584,0.55266563131,0.0936567826907,0.326323596541,0.749163663211
14,0.0220308338944,0.56622408472,0.0911773280295,0.320567753356,0.787672885334
14,0.0177067233854,0.577020679426,0.0892249144477,0.316047682741,0.778224802425
14,0.0142293313908,0.585532807098,0.0877031958774,0.312534665634,0.850480463323
14,0.0114824606745,0.592122420582,0.0865393051386,0.309855813605,0.751773181117
14,0.00830055353532,0.599569894283,0.0852438493559,0.306885702825,0.778334560331
15,0.458,0.234,0.131,0.177,0.876654266864
15,0.457445206737,0.234028931576,0.131331599697,0.177194261991,0.869507634964
15,0.461945561246,0.230281373736,0.132088282973,0.175684782045,0.874743001199
15,0.522510403381,0.206695416369,0.116013444288,0.154780735962,0.884967076395
15,0.590455250091,0.186767338552,0.0933015977445,0.129475813612,0.885325852294
15,0.599042646001,0.196169784145,0.0805680957824,0.124219474072,0.880279959167
15,0.57932527801,0.209326796144,0.0785327401646,0.132815185681,0.769249652476
15,0.553507309356,0.217614332137,0.0850256855283,0.143852672978,0.820496809364
15,0.530129200234,0.223007929774,0.0940792053555,0.152783664637,0.784128875758
15,0.511957510979,0.22687527572,0.101739215138,0.159427998163,0.816229891596
15,0.49819983184,0.229857299613,0.107489089915,0.164453778633,0.876937937957
15,0.486962013559,0.232404783659,0.112024003951,0.168609198831,0.883023228235
15,0.477571469437,0.234651425165,0.115636687159,0.172140418239,0.848344366697
15,0.470107393969,0.236501102573,0.118404948255,0.174986555202,0.810504239523
15,0.464363658979,0.237931216906,0.12051740403,0.177187720085,0.830389453436
15,0.45988249346,0.239046727242,0.122164144487,0.178906634812,0.802933386813
15,0.456198865056,0.23996362311,0.123517668789,0.180319843045,0.790193129763
15,0.453335858572,0.24067624459,0.124569648314,0.181418248524,0.832652167571
15,0.451210230226,0.241205327625,0.125350684578,0.182233757571,0.832766363155
15,0.448929430293,0.241773034091,0.126188736643,0.183108798973,0.777287291979
16,0.444444444444,0.238238238238,0.14014014014,0.177177177177,0.69720947505
16,0.465871357911,0.227282023259,0.136704822453,0.170141796378,0.493666666667
16,0.578218117395,0.1859724255,0.104041358658,0.131768098447,0.702544787509
16,0.61426145262,0.189630070963,0.0814876495223,0.114620826895,0.821686024058
16,0.598845367615,0.205106871325,0.076543348697,0.119504412363,0.559
16,0.549338357253,0.220857807591,0.0884520409438,0.141351794213,0.683050962554
16,0.527496827877,0.224718017512,0.0975754679754,0.150209686635,0.770723913329
16,0.510830466714,0.227309629213,0.104954221894,0.156905682179,0.546222222222
16,0.497529636633,0.229275387662,0.110807333514,0.162387642192,0.559333333333
16,0.488039497832,0.230635940752,0.114825798597,0.166498762819,0.758960179111
16,0.481204699087,0.23158050252,0.117544177678,0.169670620716,0.770249128345
16,0.476310418423,0.23222159857,0.119311374675,0.172156608332,0.719479564447
16,0.47270205208,0.232675146928,0.12051477052,0.174108030472,0.529777777778
16,0.469965976197,0.23301448128,0.121406572512,0.175612970011,0.57653489196
16,0.468060418188,0.233250312838,0.122027031463,0.17666223751,0.516833333333
16,0.466642407701,0.233425736971,0.122488677128,0.1774431782,0.525666666667
16,0.465511003206,0.233565693094,0.122857004666,0.178066299033,0.64034540469
16,0.464652128337,0.233671935159,0.123136608546,0.178539327958,0.647414864815
16,0.463992365086,0.233753547015,0.123351392158,0.178902695741,0.595666666667
16,0.463495935734,0.233814954626,0.123513003084,0.179176106556,0.746744760111
16,0.462978158886,0.233879002563,0.123681562469,0.179461276082,0.523333333333
17,0.454454454454,0.234234234234,0.124124124124,0.187187187187,0.828903879003
17,0.454454454454,0.234234234234,0.124124124124,0.187187187187,0.822242065187
